t_s,I_A,P_device_W,V_V,SOC,T_C
9331.0,1.478549522535391,5.155884997308197,3.4879128069768,0.12403762840535626,33.32004011109217
9332.0,1.534401421986477,5.351858370790047,3.486066238326463,0.12393107275105164,33.321572477130246
9333.0,1.528239533015867,5.327544240122414,3.485957387598689,0.12382494500570332,33.322921603947634
9334.0,1.4468873901502621,5.043787786717693,3.4880487605514343,0.12372446671472068,33.322178571032964
9335.0,1.4271358601489157,4.9779194681309304,3.4884480821173245,0.12362536005776589,33.32095378267792
9336.0,1.4850606248478955,5.180556888578597,3.4866065937353863,0.123522230847707,33.32121930693182
9337.0,1.6103640874014482,5.614706045448557,3.4827265981241515,0.12341040000830414,33.32469639744437
9338.0,1.3719905202657816,4.77826787730383,3.489288087646669,0.12331512288884124,33.32201153283404
9339.0,1.349771730499538,4.709742420274268,3.4898535661981076,0.12322138874088989,33.31883207503745
9340.0,1.489870034299256,5.199428252370955,3.48571025022995,0.12311792554406356,33.31924346330197
9341.0,1.4818404112091808,5.165266310556806,3.4857020600360595,0.12301501995995182,33.319408094319044
9342.0,1.4923830005302599,5.2020024993111225,3.4851631688483797,0.12291138225158166,33.31984214039454
9343.0,1.498691942477538,5.22318595937255,3.4847346614972086,0.12280730642224294,33.32043099612656
9344.0,1.458658927398978,5.083039323609559,3.48564874908477,0.1227060106633958,33.31998821401089
9345.0,1.6057151579172237,5.596959031580625,3.481161527503182,0.1225945026663182,33.323340409021796
9346.0,1.3414283622186152,4.669728806457046,3.488477707674783,0.12250134791894192,33.31987474234995
9347.0,1.405040049928526,4.901450892565927,3.4865730774297603,0.12240377569325243,33.318100814867535
9348.0,1.4682106063094307,5.119023571955286,3.4845940853543653,0.12230181662336985,33.31792950309193
9349.0,1.3364665274004655,4.65704335665375,3.488213254519072,0.12220900644785591,33.314391053997156
9350.0,1.4612763918796439,5.097243678670379,3.4845177791291118,0.12210752892064204,33.314073660264
9351.0,1.6210108278253998,5.648441049718405,3.479639539416778,0.12199495872426527,33.317836594287314
9352.0,1.4818391066314387,5.156265946488789,3.4832777168882116,0.1218920532307492,33.31795018535689
9353.0,1.4983618005566866,5.219210271715605,3.482558260144035,0.12178800032793276,33.31852085581693
9354.0,1.3702428542432663,4.771950570448226,3.486033734258734,0.12169284457416586,33.315816965782915
9355.0,1.4242809898235043,4.965091577588157,3.484360051951059,0.12159393617209478,33.314528729912524
9356.0,1.4457292044437589,5.037441085902819,3.483562934725401,0.12149353831067507,33.31377786444369
9357.0,1.451010234546423,5.05468547097313,3.4832075913047627,0.12139277371105378,33.31315774326674
9358.0,1.5889070615018912,5.534493138501131,3.4789782699428535,0.12128243294289394,33.31607994449854
9359.0,1.5284106153111676,5.317307318217538,3.4803608262623555,0.12117629331683066,33.31738858167773
9360.0,1.3839262229863434,4.816562612918891,3.4842720874018562,0.12108018732912329,33.315017176485696
9361.0,1.4992949179881603,5.223951433529602,3.4807917070763903,0.12097606962648522,33.31563398528647
9362.0,1.5224888388969988,5.299466524549036,3.479849449917243,0.12087034123489514,33.31681003194416
9363.0,1.578242044835299,5.49204471155638,3.4779303184719668,0.1207607410928927,33.31940706048738
9364.0,1.6171003128209585,5.624162205970513,3.476436995705177,0.1206484424600579,33.322977670483226
9365.0,1.3938039862185856,4.84547174245164,3.4825410809734283,0.1205516505165705,33.32079789195387
9366.0,1.4089547352203475,4.906742746636899,3.481980440633316,0.12045380643773576,33.31906652208505
9367.0,1.370693122405229,4.772726642325615,3.4829525094238023,0.12035861941534651,33.316366650237114
9368.0,1.4584735302946394,5.079794042267906,3.480293622930209,0.12025733653129826,33.31592026371612
9369.0,1.5199601198820978,5.289907512333901,3.478285953889083,0.12015178374519535,33.3170253219439
9370.0,1.5657713101153505,5.446200354976731,3.4766574835244137,0.12004304962643733,33.31928421145517
9371.0,1.4747540467258227,5.127214692907244,3.4789626968318963,0.11994063615097027,33.31918242235474
9372.0,1.4527450229995262,5.054045743023547,3.479373881696685,0.11983975107992864,33.31854071845066
9373.0,1.493236304671308,5.195527397674622,3.47799068085827,0.11973605411432646,33.3189404179069
9374.0,1.4087033517588226,4.899457129510994,3.4801991339895433,0.11963822749267652,33.3171700039843
9375.0,1.6599227211134033,5.776861616508432,3.472723897277769,0.11952295508148808,33.32188498340224
9376.0,1.3441038878799272,4.667701691864583,3.481463625666442,0.11942961453371864,33.3184211890113
9377.0,1.4951821226258728,5.205422173668718,3.4769969646441616,0.11932578244186962,33.31889107216972
9378.0,1.6557626953114342,5.7570818657688925,3.472054208318731,0.11921079892136187,33.32345671775437
9379.0,1.4838593075603985,5.152039953368,3.4766062314149084,0.11910775313611462,33.32352611645479
9380.0,1.4649310133195064,5.092988289499552,3.4769220814317263,0.1190060218157452,33.32315463768384
9381.0,1.4503535756775896,5.042766373156872,3.477134254803373,0.11890530281743426,33.3224159198374
9382.0,1.4655409087042695,5.095882495471278,3.476495525699375,0.11880352914321869,33.322069737683194
9383.0,1.5998451605324784,5.561854542402959,3.4723637122590505,0.11869242878484838,33.325167835857144
9384.0,1.292042481253313,4.486441426601148,3.4809513906633325,0.11860270361253912,33.32037759105333
9385.0,1.6116370155113964,5.610030110388898,3.471639895462642,0.11849078437535084,33.323833489538686
9386.0,1.3603982545648154,4.722812854264957,3.4785573341578924,0.11839631227433939,33.32076301133543
9387.0,1.4575020085034904,5.070004301229676,3.4756411850124813,0.1182950968570822,33.32023205807161
9388.0,1.4446907510368825,5.021226673910402,3.475800276911138,0.11819477111048242,33.31934997499121
9389.0,1.5324718213282411,5.326565980931217,3.4730418165130383,0.11808834945622351,33.320717795807184
9390.0,1.344804624069905,4.670562694434876,3.478201270901809,0.11799496024621865,33.31727942891189
9391.0,1.5205134458631748,5.288651799824583,3.473004729364255,0.11788936903470038,33.31837258312504
9392.0,1.657726762738946,5.757292886986056,3.4687003983983757,0.11777424912062127,33.322949490063934
9393.0,1.366808099313296,4.741047798622157,3.476710688902369,0.11767933189150229,33.320019172951504
9394.0,1.4976546270886264,5.206911850283119,3.4727991036703187,0.11757532809795446,33.32050027568482
9395.0,1.4257678601183683,4.9514053466610175,3.474626522562615,0.11747631644100179,33.319109828166916
9396.0,1.5189448787046729,5.277766161857911,3.4717328356083703,0.11737083415775841,33.320120299247606
9397.0,1.485063677810697,5.155744333224726,3.472423391050706,0.11726770473568823,33.32023191418648
9398.0,1.427692815358735,4.957553927286708,3.4738425861909312,0.11716855940128833,33.31888812951212
9399.0,1.524640669244827,5.2963616854613225,3.470835014851284,0.11706268157703521,33.32003802395258
9400.0,1.6397507829048685,5.691304432936024,3.467171372556156,0.11694880999488906,33.32411895348645
